KinaseID,Accession,Kinase_name,Gene_symbol,Gene_family,Cell_location,Protein_longname,Genome_location 
360,Q08881,ITK_HUMAN,ITK,Protein kinase superfamily  Tyr protein kinase family  TEC subfamily,Cytoplasm Nucleus,Tyrosine-protein kinase ITK/TSK  ,5q33.3
361,P23458,JAK1_HUMAN,JAK1,Protein kinase superfamily  Tyr protein kinase family  JAK subfamily,Cytoplasm Nucleus,Tyrosine-protein kinase JAK1  ,1p31.3
362,O60674,JAK2_HUMAN,JAK2,Protein kinase superfamily  Tyr protein kinase family  JAK subfamily,Endomembrane system Peripheral membrane protein Cytoplasm Nucleus,Tyrosine-protein kinase JAK2  ,9p24.1
363,P52333,JAK3_HUMAN,JAK3,Protein kinase superfamily  Tyr protein kinase family  JAK subfamily,Endomembrane system Peripheral membrane protein Cytoplasm,Tyrosine-protein kinase JAK3  ,19p13.11
364,P35968,VGFR2_HUMAN,KDR,Protein kinase superfamily  Tyr protein kinase family  CSF-1/PDGF receptor subfamily,Cell junction Endoplasmic reticulum,Vascular endothelial growth factor receptor 2 ,4q12
365,P10721,KIT_HUMAN,KIT,Protein kinase superfamily  Tyr protein kinase family  CSF-1/PDGF receptor subfamily,Cell junction Endoplasmic reticulum,Mast/stem cell growth factor receptor Kit ,4q12
366,P06239,LCK_HUMAN,LCK,Protein kinase superfamily  Tyr protein kinase family  SRC subfamily,Cytoplasm Cell membrane Lipid-anchor Cytoplasmic side,Tyrosine-protein kinase Lck  ,1p35.2
367,P22575,TIP_SHV2C,UNAVAILABLE,UNAVAILABLE,Host cell membrane Single-pass membrane protein,Tyrosine-protein kinase-interacting protein 
368,P25049,TIP_SHV24,UNAVAILABLE,UNAVAILABLE,Host cell membrane Single-pass membrane protein,Tyrosine-protein kinase-interacting protein 
369,P88825,TIP_SHV48,UNAVAILABLE,UNAVAILABLE,Host cell membrane Single-pass membrane protein,Tyrosine protein kinase-interacting protein 
370,Q8IWU2,LMTK2_HUMAN,LMTK2,Protein kinase superfamily  Tyr protein kinase family,Membrane Multi-pass membrane protein,Serine/threonine-protein kinase LMTK2  ,7q21.3
371,Q96Q04,LMTK3_HUMAN,LMTK3,Protein kinase superfamily  Tyr protein kinase family,Membrane Single-pass membrane protein Cell projection  axon Cell projection  dendrite Golgi apparatus membrane,Serine/threonine-protein kinase LMTK3  ,19q13.33
372,P29376,LTK_HUMAN,LTK,Protein kinase superfamily  Tyr protein kinase family  Insulin receptor subfamily,Membrane Single-pass membrane protein Cell projection  axon Cell projection  dendrite Golgi apparatus membrane,Leukocyte tyrosine kinase receptor  ,15q15.1
373,Q83887,GP_NYV,GP,Hantavirus envelope glycoprotein family,Glycoprotein N: Virion membrane Single-pass type I membrane protein Host Golgi apparatus membrane Single-pass type I membrane protein Host endoplasmic reticulum membrane Single-pass type I membrane protein,Envelopment polyprotein 
374,P07948,LYN_HUMAN,LYN,Protein kinase superfamily  Tyr protein kinase family  SRC subfamily,Cell membrane. Nucleus. Cytoplasm. Cytoplasm  perinuclear region. Golgi apparatus. Membrane Lipid-anchor,Tyrosine-protein kinase Lyn  ,8q12.1
375,P42679,MATK_HUMAN,MATK,Protein kinase superfamily  Tyr protein kinase family  CSK subfamily,Cytoplasm Membrane,Megakaryocyte-associated tyrosine-protein kinase  ,19p13.3
376,Q12866,MERTK_HUMAN,MERTK,Protein kinase superfamily  Tyr protein kinase family  AXL/UFO subfamily,Membrane Single-pass type I membrane protein,Tyrosine-protein kinase Mer  ,2q13
377,P08581,MET_HUMAN,MET,Protein kinase superfamily  Tyr protein kinase family,Membrane Single-pass type I membrane protein,Hepatocyte growth factor receptor ,7q31.2
378,Q04912,RON_HUMAN,MST1R,Protein kinase superfamily  Tyr protein kinase family,Membrane Single-pass type I membrane protein,Macrophage-stimulating protein receptor ,3p21.31
379,O15146,MUSK_HUMAN,MUSK,Protein kinase superfamily  Tyr protein kinase family,Cell junction  synapse  postsynaptic cell membrane Single-pass type I membrane protein,Muscle  skeletal receptor tyrosine-protein kinase  ,9q31.3
380,P04629,NTRK1_HUMAN,NTRK1,Protein kinase superfamily  Tyr protein kinase family  Insulin receptor subfamily,Cell membrane Single-pass type I membrane protein Early endosome membrane Single-pass type I membrane protein Late endosome membrane Single-pass type I membrane protein Recycling endosome membrane Single-pass type I membrane protein,High affinity nerve growth factor receptor  ,1q23.1
381,Q16620,NTRK2_HUMAN,NTRK2,Protein kinase superfamily  Tyr protein kinase family  Insulin receptor subfamily,Cell membrane Single-pass type I membrane protein Endosome membrane Single-pass type I membrane protein Early endosome membrane Cell projection  axon Cell projection  dendrite Cytoplasm  perinuclear region,BDNF/NT-3 growth factors receptor  ,9q21.33
382,Q16288,NTRK3_HUMAN,NTRK3,Protein kinase superfamily  Tyr protein kinase family  Insulin receptor subfamily,Cell membrane Single-pass type I membrane protein Endosome membrane Single-pass type I membrane protein Early endosome membrane Cell projection  axon Cell projection  dendrite Cytoplasm  perinuclear region,NT-3 growth factor receptor  ,15q25.3
383,P16234,PGFRA_HUMAN,PDGFRA,Protein kinase superfamily  Tyr protein kinase family  CSF-1/PDGF receptor subfamily,Cell membrane Single-pass type I membrane protein Cell projection  cilium Golgi apparatus,Platelet-derived growth factor receptor alpha ,4q12
384,P09619,PGFRB_HUMAN,PDGFRB,Protein kinase superfamily  Tyr protein kinase family  CSF-1/PDGF receptor subfamily,Cell membrane Single-pass type I membrane protein Cell projection  cilium Golgi apparatus,Platelet-derived growth factor receptor beta ,5q32
385,Q05397,FAK1_HUMAN,PTK2,Protein kinase superfamily  Tyr protein kinase family  FAK subfamily,Cell junction  focal adhesion. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm  cell cortex. Cytoplasm  cytoskeleton. Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Nucleus.,Focal adhesion kinase 1 ,8q24.3
386,Q14289,FAK2_HUMAN,PTK2B,Protein kinase superfamily  Tyr protein kinase family  FAK subfamily,Cell junction  focal adhesion. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm  cell cortex. Cytoplasm  cytoskeleton. Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Nucleus.,Protein-tyrosine kinase 2-beta  ,8p21.2
387,Q13882,PTK6_HUMAN,PTK6,Protein kinase superfamily  Tyr protein kinase family  BRK/PTK6/SIK subfamily,Cytoplasm. Nucleus. Cell projection  ruffle. Membrane,Protein-tyrosine kinase 6  ,20q13.33
388,Q13308,PTK7_HUMAN,PTK7,Protein kinase superfamily  Tyr protein kinase family  Insulin receptor subfamily,Membrane Single-pass type I membrane protein Cell junction,Inactive tyrosine-protein kinase 7 ,6p21.1
389,P07949,RET_HUMAN,RET,Protein kinase superfamily  Tyr protein kinase family,Cell membrane Single-pass type I membrane protein Endosome membrane Single-pass type I membrane protein,Proto-oncogene tyrosine-protein kinase receptor Ret  ,10q11.21
390,Q01973,ROR1_HUMAN,ROR1,Protein kinase superfamily  Tyr protein kinase family  ROR subfamily,Membrane Single-pass type I membrane protein. Cell projection  axon,Inactive tyrosine-protein kinase transmembrane receptor ROR1 ,1p31.3
391,Q01974,ROR2_HUMAN,ROR2,Protein kinase superfamily  Tyr protein kinase family  ROR subfamily,Cell membrane Single-pass type I membrane protein,Tyrosine-protein kinase transmembrane receptor ROR2  ,9q22.31
392,P35398,RORA_HUMAN,RORA,Nuclear hormone receptor family  NR1 subfamily,Nucleus,Nuclear receptor ROR-alpha ,15q22.2
393,P08922,ROS1_HUMAN,ROS1,Protein kinase superfamily  Tyr protein kinase family  Insulin receptor subfamily,Cell membrane Single-pass type I membrane protein,Proto-oncogene tyrosine-protein kinase ROS  ,6q22.1
394,P34925,RYK_HUMAN,RYK,Protein kinase superfamily  Tyr protein kinase family,Membrane Single-pass type I membrane protein Nucleus Cytoplasm,Tyrosine-protein kinase RYK ,3q22.2
395,P12931,SRC_HUMAN,SRC,Protein kinase superfamily  Tyr protein kinase family  SRC subfamily,Cell membrane Mitochondrion inner membrane Nucleus Cytoplasm  cytoskeleton Cytoplasm  perinuclear region,Proto-oncogene tyrosine-protein kinase Src  ,20q11.23
396,Q9H3Y6,SRMS_HUMAN,SRMS,Protein kinase superfamily  Tyr protein kinase family  SRC subfamily,Cytoplasm,Tyrosine-protein kinase Srms ,-
397,Q6J9G0,STYK1_HUMAN,STYK1,Protein kinase superfamily  Tyr protein kinase family,Membrane Single-pass membrane protein,Tyrosine-protein kinase STYK1  ,12p13.2
398,P43405,KSYK_HUMAN,SYK,Protein kinase superfamily  Tyr protein kinase family  SYK/ZAP-70 subfamily,Cell membrane Cytoplasm  cytosol,Tyrosine-protein kinase SYK  ,9q22.2
399,P42680,TEC_HUMAN,TEC,Protein kinase superfamily  Tyr protein kinase family  TEC subfamily,Cell membrane Cytoplasm  cytosol,Tyrosine-protein kinase Tec ,4p12-p11
400,Q02763,TIE2_HUMAN,TEK,Protein kinase superfamily  Tyr protein kinase family  Tie subfamily,Cell membrane Single-pass type I membrane protein. Cell junction Cell junction  focal adhesion Cytoplasm  cytoskeleton. Secreted,Angiopoietin-1 receptor  ,9p21.2
401,P35590,TIE1_HUMAN,TIE1,Protein kinase superfamily  Tyr protein kinase family  Tie subfamily,Cell membrane Single-pass type I membrane protein,Tyrosine-protein kinase receptor Tie-1 ,1p34.2
402,O95271,TNKS1_HUMAN,TNKS,UNAVAILABLE,Cytoplasm Golgi apparatus membrane Peripheral membrane protein Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Nucleus  nuclear pore complex Chromosome  telomere Cytoplasm  cytoskeleton  spindle pole,Poly [ADP-ribose] polymerase tankyrase-1  ,8p23.1
403,Q13470,TNK1_HUMAN,TNK1,Protein kinase superfamily  Tyr protein kinase family,Cytoplasm Membrane Peripheral membrane protein,Non-receptor tyrosine-protein kinase TNK1  ,17p13.1
404,Q07912,ACK1_HUMAN,TNK2,Protein kinase superfamily  Tyr protein kinase family,Cell membrane. Nucleus. Endosome. Cell junction  adherens junction Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle  clathrin-coated vesicle. Membrane  clathrin-coated pit. Cytoplasm  perinuclear region,Activated CDC42 kinase 1 ,3q29
405,P42681,TXK_HUMAN,TXK,Protein kinase superfamily  Tyr protein kinase family  TEC subfamily,Cytoplasm Nucleus Cell membrane Peripheral membrane protein,Tyrosine-protein kinase TXK  ,4p12
406,P29597,TYK2_HUMAN,TYK2,Protein kinase superfamily  Tyr protein kinase family  JAK subfamily,Cytoplasm Nucleus Cell membrane Peripheral membrane protein,Non-receptor tyrosine-protein kinase TYK2 ,19p13.2
407,Q06418,TYRO3_HUMAN,TYRO3,Protein kinase superfamily  Tyr protein kinase family  AXL/UFO subfamily,Cytoplasm Nucleus Cell membrane Peripheral membrane protein,Tyrosine-protein kinase receptor TYRO3  ,15q15.1
408,P07947,YES_HUMAN,YES1,Protein kinase superfamily  Tyr protein kinase family  SRC subfamily,Cytoplasm Nucleus Cell membrane Peripheral membrane protein,Tyrosine-protein kinase Yes  ,18p11.32
409,P43403,ZAP70_HUMAN,ZAP70,Protein kinase superfamily  Tyr protein kinase family  SYK/ZAP-70 subfamily,Cytoplasm Cell membrane Peripheral membrane protein,Tyrosine-protein kinase ZAP-70  ,2q11.2
410,Q2M2I8,AAK1_HUMAN,AAK1,Protein kinase superfamily  Ser/Thr protein kinase family,Cell membrane Peripheral membrane protein Membrane  clathrin-coated pit,AP2-associated protein kinase 1  ,2p13.3
411,Q13131,AAPK1_HUMAN,PRKAA1,Protein kinase superfamily  CAMK Ser/Thr protein kinase family  SNF1 subfamily,Cytoplasm Nucleus,5'-AMP-activated protein kinase catalytic subunit alpha-1 ,5p13.1
412,O14965,AURKA_HUMAN,AURKA,Protein kinase superfamily  Ser/Thr protein kinase family  Aurora subfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Cytoplasm  cytoskeleton  spindle pole Cytoplasm  cytoskeleton  cilium basal body Cytoplasm  cytoskeleton  microtubule organizing center  centrosome  centriole,Aurora kinase A  ,20q13.2
413,Q96GD4,AURKB_HUMAN,AURKB,Protein kinase superfamily  Ser/Thr protein kinase family  Aurora subfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Cytoplasm  cytoskeleton  spindle pole Cytoplasm  cytoskeleton  cilium basal body Cytoplasm  cytoskeleton  microtubule organizing center  centrosome  centriole,Aurora kinase B  ,17p13.1
414,Q9UQB9,AURKC_HUMAN,AURKC,Protein kinase superfamily  Ser/Thr protein kinase family  Aurora subfamily,Nucleus. Chromosome. Chromosome  centromere Cytoplasm  cytoskeleton  spindle,Aurora kinase C  ,19q13.43
415,Q9NSY1,BMP2K_HUMAN,BMP2K,Protein kinase superfamily  Ser/Thr protein kinase family,Nucleus,BMP-2-inducible protein kinase ,4q21.21
416,O43683,BUB1_HUMAN,BUB1,Protein kinase superfamily  Ser/Thr protein kinase family  BUB1 subfamily,Nucleus,Mitotic checkpoint serine/threonine-protein kinase BUB1 ,2q13
417,O60566,BUB1B_HUMAN,BUB1B,Protein kinase superfamily  Ser/Thr protein kinase family  BUB1 subfamily,Nucleus,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta  ,15q15.1
418,Q8N5S9,KKCC1_HUMAN,CAMKK1,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm Nucleus,Calcium/calmodulin-dependent protein kinase kinase 1 ,17p13.2
419,Q96RR4,KKCC2_HUMAN,CAMKK2,Protein kinase superfamily  Ser/Thr protein kinase family,Nucleus Cytoplasm Cell projection,Calcium/calmodulin-dependent protein kinase kinase 2 ,12q24.31
420,O00311,CDC7_HUMAN,CDC7,Protein kinase superfamily  Ser/Thr protein kinase family  CDC7 subfamily,Nucleus Cytoplasm Cell projection,Cell division cycle 7-related protein kinase ,1p22.1
421,O15111,IKKA_HUMAN,CHUK,Protein kinase superfamily  Ser/Thr protein kinase family  I-kappa-B kinase subfamily,Cytoplasm Nucleus,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,10q24.31
422,P68400,CSK21_HUMAN,CSNK2A1,Protein kinase superfamily  Ser/Thr protein kinase family  CK2 subfamily,Nucleus,Casein kinase II subunit alpha ,20p13
423,P19784,CSK22_HUMAN,CSNK2A2,Protein kinase superfamily  Ser/Thr protein kinase family  CK2 subfamily,Nucleus,Casein kinase II subunit alpha' ,16q21
424,Q8NEV1,CSK23_HUMAN,CSNK2A3,Protein kinase superfamily  Ser/Thr protein kinase family  CK2 subfamily,Nucleus,Casein kinase II subunit alpha 3 ,11p15.4
425,Q6XUX3,DUSTY_HUMAN,DSTYK,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm Cell membrane Apical cell membrane Basolateral cell membrane Cell junction,Dual serine/threonine and tyrosine protein kinase  ,1q32.1
426,Q9BQI3,E2AK1_HUMAN,EIF2AK1,Protein kinase superfamily  Ser/Thr protein kinase family  GCN2 subfamily,Cytoplasm,Eukaryotic translation initiation factor 2-alpha kinase 1  ,7p22.1
427,P19525,E2AK2_HUMAN,EIF2AK2,Protein kinase superfamily  Ser/Thr protein kinase family  GCN2 subfamily,Cytoplasm,Interferon-induced  double-stranded RNA-activated protein kinase  ,2p22.2
428,Q9NZJ5,E2AK3_HUMAN,EIF2AK3,Protein kinase superfamily  Ser/Thr protein kinase family  GCN2 subfamily,Cytoplasm,Eukaryotic translation initiation factor 2-alpha kinase 3  ,2p11.2
429,Q9P2K8,E2AK4_HUMAN,EIF2AK4,Protein kinase superfamily  Ser/Thr protein kinase family  GCN2 subfamily,Cytoplasm,eIF-2-alpha kinase GCN2  ,15q15.1
430,O75460,ERN1_HUMAN,ERN1,Protein kinase superfamily  Ser/Thr protein kinase family,Endoplasmic reticulum membrane Single-pass type I membrane protein,Serine/threonine-protein kinase/endoribonuclease IRE1 ,17q23.3
431,Q76MJ5,ERN2_HUMAN,ERN2,Protein kinase superfamily  Ser/Thr protein kinase family,Endoplasmic reticulum membrane Single-pass type I membrane protein,Serine/threonine-protein kinase/endoribonuclease IRE2 ,16p12.2
432,O14976,GAK_HUMAN,GAK,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm  perinuclear region Golgi apparatus  trans-Golgi network Cell junction  focal adhesion,Cyclin-G-associated kinase ,4p16.3
433,Q8TF76,HASP_HUMAN,HASPIN,Protein kinase superfamily  Ser/Thr protein kinase family  Haspin subfamily,Nucleus Chromosome Cytoplasm  cytoskeleton  spindle,Serine/threonine-protein kinase haspin  ,17p13.2
434,O14920,IKKB_HUMAN,IKBKB,Protein kinase superfamily  Ser/Thr protein kinase family  I-kappa-B kinase subfamily,Cytoplasm Nucleus Membrane raft,Inhibitor of nuclear factor kappa-B kinase subunit beta ,8p11.21
435,Q14164,IKKE_HUMAN,IKBKE,Protein kinase superfamily  Ser/Thr protein kinase family  I-kappa-B kinase subfamily,Cytoplasm Nucleus. Nucleus  PML body,Inhibitor of nuclear factor kappa-B kinase subunit epsilon ,1q32.1
436,Q8NB16,MLKL_HUMAN,MLKL,Protein kinase superfamily,Cytoplasm Cell membrane,Mixed lineage kinase domain-like protein ,16q23.1
437,P00540,MOS_HUMAN,MOS,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm Cell membrane,Proto-oncogene serine/threonine-protein kinase mos  ,8q12.1
438,Q9UHY1,NRBP_HUMAN,NRBP1,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm  cell cortex Endomembrane system Cell projection  lamellipodium,Nuclear receptor-binding protein,2p23.3
439,Q9NSY0,NRBP2_HUMAN,NRBP2,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm,Nuclear receptor-binding protein 2 ,8q24.3
440,Q58A45,PAN3_HUMAN,PAN3,Protein kinase superfamily  PAN3 family,Cytoplasm  P-body,PAN2-PAN3 deadenylation complex subunit PAN3 ,13q12.2
441,Q96QZ0,PANX3_HUMAN,PANX3,Pannexin family,Cell membrane Multi-pass membrane protein Cell junction  gap junction.,Pannexin-3,11q24.2
442,Q8N165,PDK1L_HUMAN,PDIK1L,Protein kinase superfamily  Ser/Thr protein kinase family,Nucleus,Serine/threonine-protein kinase PDIK1L  ,1p36.11
443,Q9H792,PEAK1_HUMAN,PEAK1,Protein kinase superfamily,Cytoplasm  cytoskeleton Cell junction  focal adhesion,Inactive tyrosine-protein kinase PEAK1 ,15q24.3
444,Q99570,PI3R4_HUMAN,PIK3R4,Protein kinase superfamily  Ser/Thr protein kinase family,Late endosome Cytoplasmic vesicle  autophagosome Membrane Lipid-anchor,Phosphoinositide 3-kinase regulatory subunit 4 ,3q22.1
445,Q9BXM7,PINK1_HUMAN,PINK1,Protein kinase superfamily  Ser/Thr protein kinase family,Mitochondrion outer membrane Single-pass membrane protein Mitochondrion inner membrane Single-pass membrane protein Cytoplasm  cytosol,Serine/threonine-protein kinase PINK1  mitochondrial  ,1p36.12
446,Q504Y2,PKDCC_HUMAN,PKDCC,Protein kinase superfamily,Secreted Golgi apparatus,Extracellular tyrosine-protein kinase PKDCC  ,2p21
447,Q99640,PMYT1_HUMAN,PKMYT1,Protein kinase superfamily  Ser/Thr protein kinase family  WEE1 subfamily,Endoplasmic reticulum membrane Peripheral membrane protein Golgi apparatus membrane Peripheral membrane protein,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase  ,16p13.3
448,P53350,PLK1_HUMAN,PLK1,Protein kinase superfamily  Ser/Thr protein kinase family  CDC5/Polo subfamily,Nucleus. Chromosome  centromere  kinetochore. Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Cytoplasm  cytoskeleton  spindle Midbody.,Serine/threonine-protein kinase PLK1  ,16p12.2
449,Q9NYY3,PLK2_HUMAN,PLK2,Protein kinase superfamily  Ser/Thr protein kinase family  CDC5/Polo subfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome  centriole Cell projection  dendrite,Serine/threonine-protein kinase PLK2  ,5q11.2
450,Q9H4B4,PLK3_HUMAN,PLK3,Protein kinase superfamily  Ser/Thr protein kinase family  CDC5/Polo subfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome  centriole Cell projection  dendrite,Serine/threonine-protein kinase PLK3  ,1p34.1
451,O00444,PLK4_HUMAN,PLK4,Protein kinase superfamily  Ser/Thr protein kinase family  CDC5/Polo subfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome  centriole Nucleus  nucleolus Cleavage furrow.,Serine/threonine-protein kinase PLK4  ,4q28.1
452,Q496M5,PLK5_HUMAN,PLK5,Protein kinase superfamily  Ser/Thr protein kinase family  CDC5/Polo subfamily,Nucleus  nucleolus Cytoplasm,Inactive serine/threonine-protein kinase PLK5 
453,Q9H5K3,SG196_HUMAN,POMK,Protein kinase superfamily  Ser/Thr protein kinase family  STKL subfamily,Endoplasmic reticulum membrane Single-pass type II membrane protein,Protein O-mannose kinase 
454,Q86YV5,PRAG1_HUMAN,PRAG1,Protein kinase superfamily,Cytoplasm Cell junction  focal adhesion Nucleus,Inactive tyrosine-protein kinase PRAG1 ,8p23.1
455,Q7Z7A4,PXK_HUMAN,PXK,Protein kinase superfamily,Cytoplasm Cell membrane Peripheral membrane protein,PX domain-containing protein kinase-like protein ,3p14.3
456,Q05823,RN5A_HUMAN,RNASEL,Protein kinase superfamily,Cytoplasm Mitochondrion,2-5A-dependent ribonuclease ,1q25.3
457,Q96S38,KS6C1_HUMAN,RPS6KC1,Protein kinase superfamily  Ser/Thr protein kinase family  S6 kinase subfamily,Cytoplasm Membrane Early endosome,Ribosomal protein S6 kinase delta-1 ,1q32.3
458,Q9Y6S9,RPKL1_HUMAN,RPS6KL1,Protein kinase superfamily  Ser/Thr protein kinase family  S6 kinase subfamily,Cytoplasm Membrane Early endosome,Ribosomal protein S6 kinase-like 1 ,14q24.3
459,Q52WX2,SBK1_HUMAN,SBK1,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm,Serine/threonine-protein kinase SBK1  ,16p12.1
460,P0C263,SBK2_HUMAN,SBK2,Protein kinase superfamily  Ser/Thr protein kinase family  STKL subfamily,Cytoplasm,Serine/threonine-protein kinase SBK2  
461,P0C264,SBK3_HUMAN,SBK3,Protein kinase superfamily  Ser/Thr protein kinase family  STKL subfamily,Cytoplasm,Uncharacterized serine/threonine-protein kinase SBK3  ,19q13.42
462,Q96KG9,SCYL1_HUMAN,SCYL1,Protein kinase superfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Endoplasmic reticulum-Golgi intermediate compartment Golgi apparatus  cis-Golgi network,N-terminal kinase-like protein ,11q13.1
463,Q6P3W7,SCYL2_HUMAN,SCYL2,Protein kinase superfamily,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome Endoplasmic reticulum-Golgi intermediate compartment Golgi apparatus  cis-Golgi network,SCY1-like protein 2 ,12q23.1
464,Q8IZE3,PACE1_HUMAN,SCYL3,Protein kinase superfamily,Cytoplasm Golgi apparatus Cell projection  lamellipodium,Protein-associating with the carboxyl-terminal domain of ezrin ,1q24.2
465,Q96LW2,KS6R_HUMAN,RSKR,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm Golgi apparatus Cell projection  lamellipodium,Ribosomal protein S6 kinase-related protein  ,17q11.2
466,O75716,STK16_HUMAN,STK16,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm  perinuclear region. Membrane Lipid-anchor,Serine/threonine-protein kinase 16  ,2q35
467,Q9BXU1,STK31_HUMAN,STK31,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm  perinuclear region. Membrane Lipid-anchor,Serine/threonine-protein kinase 31  ,7p15.3
468,Q8WU08,ST32A_HUMAN,STK32A,Protein kinase superfamily  Ser/Thr protein kinase family,Cell membrane; Lipid-anchor,Serine/threonine-protein kinase 32A  ,5q32
469,Q9NY57,ST32B_HUMAN,STK32B,Protein kinase superfamily  Ser/Thr protein kinase family,Cell membrane; Lipid-anchor,Serine/threonine-protein kinase 32B  ,4p16.2
470,Q86UX6,ST32C_HUMAN,STK32C,Protein kinase superfamily  Ser/Thr protein kinase family,Cell membrane; Lipid-anchor,Serine/threonine-protein kinase 32C  ,10q26.3
471,Q8TDR2,STK35_HUMAN,STK35,Protein kinase superfamily  Ser/Thr protein kinase family,Cell membrane; Lipid-anchor,Serine/threonine-protein kinase 35  ,20p13
472,Q9NRP7,STK36_HUMAN,STK36,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm Nucleus,Serine/threonine-protein kinase 36  ,2q35
473,Q8NE28,STKL1_HUMAN,STKLD1,Protein kinase superfamily  Ser/Thr protein kinase family  STKL subfamily,Cytoplasm Nucleus,Serine/threonine kinase-like domain-containing protein STKLD1 ,9q34.2
474,Q8TEA7,TBCK_HUMAN,TBCK,Protein kinase superfamily,Cytoplasm Cytoplasm  cytoskeleton  spindle Midbody,TBC domain-containing protein kinase-like protein,4q24
475,Q9UHD2,TBK1_HUMAN,TBK1,Protein kinase superfamily  Ser/Thr protein kinase family  I-kappa-B kinase subfamily,Cytoplasm,Serine/threonine-protein kinase TBK1  ,12q14.2
476,Q8IWB6,TEX14_HUMAN,TEX14,Protein kinase superfamily,Cytoplasm Midbody Chromosome  centromere  kinetochore,Inactive serine/threonine-protein kinase TEX14 ,17q22
477,Q9UKI8,TLK1_HUMAN,TLK1,Protein kinase superfamily  Ser/Thr protein kinase family,Nucleus,Serine/threonine-protein kinase tousled-like 1  ,2q31.1
478,Q86UE8,TLK2_HUMAN,TLK2,Protein kinase superfamily  Ser/Thr protein kinase family,Nucleus,Serine/threonine-protein kinase tousled-like 2  ,17q23.2
479,Q96S44,PRPK_HUMAN,TP53RK,Protein kinase superfamily  BUD32 family,Cytoplasm Nucleus,EKC/KEOPS complex subunit TP53RK  ,20q13.12
480,P33981,TTK_HUMAN,TTK,Protein kinase superfamily  Ser/Thr protein kinase family,Cytoplasm Nucleus,Dual specificity protein kinase TTK  ,6q14.1
481,Q8TAS1,UHMK1_HUMAN,UHMK1,Protein kinase superfamily  Ser/Thr protein kinase family,Nucleus,Serine/threonine-protein kinase Kist  ,1q23.3
482,O75385,ULK1_HUMAN,ULK1,Protein kinase superfamily  Ser/Thr protein kinase family  APG1/unc-51/ULK1 subfamily,Cytoplasm  cytosol Preautophagosomal structure,Serine/threonine-protein kinase ULK1  ,12q24.33
483,Q8IYT8,ULK2_HUMAN,ULK2,Protein kinase superfamily  Ser/Thr protein kinase family  APG1/unc-51/ULK1 subfamily,Cytoplasmic vesicle membrane Peripheral membrane protein,Serine/threonine-protein kinase ULK2  ,17p11.2
484,Q6PHR2,ULK3_HUMAN,ULK3,Protein kinase superfamily  Ser/Thr protein kinase family  APG1/unc-51/ULK1 subfamily,Cytoplasm,Serine/threonine-protein kinase ULK3  ,15q24.1
485,Q96C45,ULK4_HUMAN,ULK4,Protein kinase superfamily  Ser/Thr protein kinase family  APG1/unc-51/ULK1 subfamily,Cytoplasm,Serine/threonine-protein kinase ULK4  ,3p22.1
486,P30291,WEE1_HUMAN,WEE1,Protein kinase superfamily  Ser/Thr protein kinase family  WEE1 subfamily,Cytoplasm,Wee1-like protein kinase ,11p15.4
487,P0C1S8,WEE2_HUMAN,WEE2,Protein kinase superfamily  Ser/Thr protein kinase family  WEE1 subfamily,Nucleus,Wee1-like protein kinase 2  ,7q34
488,Q9H4A3,WNK1_HUMAN,WNK1,Protein kinase superfamily  Ser/Thr protein kinase family  WNK subfamily,Cytoplasm,Serine/threonine-protein kinase WNK1  ,12p13.33
489,Q9Y3S1,WNK2_HUMAN,WNK2,Protein kinase superfamily  Ser/Thr protein kinase family  WNK subfamily,Cytoplasm Cell membrane,Serine/threonine-protein kinase WNK2  ,9q22.31
